inventory_id,standard,version,term_type,term_name,iri,prefix_local,parent,domain,range,cardinality,definition,definition_ko,concept_tag,equivalent_terms,notes,source_url
INV-1077,Schema.org,current (2026-05-03),Property,item,https://schema.org/item,schema:item,,"schema:DataFeedItem, schema:ListItem",schema:Thing,unspecified,An entity represented by an entry in a list or data feed (e.g. an 'artist' in a list of 'artists').,리스트·데이터 피드의 항목으로 표현되는 개체.,structure.recordset,,,https://schema.org/item
INV-1078,Schema.org,current (2026-05-03),Property,dateDeleted,https://schema.org/dateDeleted,schema:dateDeleted,,schema:DataFeedItem,"schema:Date, schema:DateTime",unspecified,The datetime the item was removed from the DataFeed.,항목이 DataFeed에서 제거된 시점.,temporal.modification,,,https://schema.org/dateDeleted
INV-1079,Schema.org,current (2026-05-03),Property,contentUrl,https://schema.org/contentUrl,schema:contentUrl,,schema:MediaObject,schema:URL,unspecified,"Actual bytes of the media object, for example the image file or video file.","미디어 객체의 실제 바이트 (예: 이미지·비디오 파일).",distribution.url,"dcat:downloadURL",,https://schema.org/contentUrl
INV-1080,Schema.org,current (2026-05-03),Property,contentSize,https://schema.org/contentSize,schema:contentSize,,schema:MediaObject,schema:Text,unspecified,File size in (mega/kilo)bytes.,파일 크기 (메가·킬로바이트).,distribution.size,"dcat:byteSize",,https://schema.org/contentSize
INV-1081,Schema.org,current (2026-05-03),Property,sha256,https://schema.org/sha256,schema:sha256,schema:identifier,schema:MediaObject,schema:Text,unspecified,"The [SHA-2](https://en.wikipedia.org/wiki/SHA-2) SHA256 hash of the content of the item. For example, a zero-length input has value 'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'.",항목 내용의 SHA-2 SHA256 해시값.,uncategorized,"cr:md5 (loose: different algorithm)",,https://schema.org/sha256
INV-1082,Schema.org,current (2026-05-03),Property,uploadDate,https://schema.org/uploadDate,schema:uploadDate,,schema:MediaObject,"schema:Date, schema:DateTime",unspecified,Date (including time if available) when this media object was uploaded to this site.,이 미디어 객체가 사이트에 업로드된 날짜·시간.,temporal.creation,,,https://schema.org/uploadDate
INV-1083,Schema.org,current (2026-05-03),Property,height,https://schema.org/height,schema:height,,"schema:MediaObject, schema:Person, schema:Product, schema:VisualArtwork","schema:Distance, schema:QuantitativeValue",unspecified,The height of the item.,항목의 높이.,uncategorized,,,https://schema.org/height
INV-1084,Schema.org,current (2026-05-03),Property,width,https://schema.org/width,schema:width,,"schema:MediaObject, schema:Product, schema:VisualArtwork","schema:Distance, schema:QuantitativeValue",unspecified,The width of the item.,항목의 너비.,uncategorized,,,https://schema.org/width
INV-1085,Schema.org,current (2026-05-03),Property,duration,https://schema.org/duration,schema:duration,,"schema:MediaObject, schema:Event, schema:Movie, schema:Schedule",schema:Duration,unspecified,"The duration of the item (movie, audio recording, event, etc.) in [ISO 8601 duration format](http://en.wikipedia.org/wiki/ISO_8601).",항목의 지속 시간 (ISO 8601 duration 포맷).,temporal.coverage,,,https://schema.org/duration
INV-1086,Schema.org,current (2026-05-03),Property,bitrate,https://schema.org/bitrate,schema:bitrate,,schema:MediaObject,schema:Text,unspecified,The bitrate of the media object.,미디어 객체의 비트레이트.,uncategorized,,,https://schema.org/bitrate
INV-1087,Schema.org,current (2026-05-03),Property,embedUrl,https://schema.org/embedUrl,schema:embedUrl,,schema:MediaObject,schema:URL,unspecified,A URL pointing to a player for a specific video. In general this is the information in the src element of an embed tag and should not be the same as the content of the loc tag.,특정 비디오의 플레이어 URL.,distribution.url,,,https://schema.org/embedUrl
INV-1088,Schema.org,current (2026-05-03),Property,givenName,https://schema.org/givenName,schema:givenName,,schema:Person,schema:Text,unspecified,Given name. In the U.S. the first name of a Person.,주어진 이름 (미국식 first name).,actor.creator,,,https://schema.org/givenName
INV-1089,Schema.org,current (2026-05-03),Property,familyName,https://schema.org/familyName,schema:familyName,,schema:Person,schema:Text,unspecified,Family name. In the U.S. the last name of a Person.,성 (미국식 last name).,actor.creator,,,https://schema.org/familyName
INV-1090,Schema.org,current (2026-05-03),Property,jobTitle,https://schema.org/jobTitle,schema:jobTitle,,schema:Person,"schema:DefinedTerm, schema:Text",unspecified,"The job title of the person (for example, Financial Manager).",사람의 직함.,actor.creator,,,https://schema.org/jobTitle
INV-1091,Schema.org,current (2026-05-03),Property,worksFor,https://schema.org/worksFor,schema:worksFor,,schema:Person,schema:Organization,unspecified,Organizations that the person works for.,사람이 일하는 조직.,actor.creator,,,https://schema.org/worksFor
INV-1092,Schema.org,current (2026-05-03),Property,affiliation,https://schema.org/affiliation,schema:affiliation,schema:memberOf,schema:Person,schema:Organization,unspecified,"An organization that this person is affiliated with. For example, a school/university, a club, or a team.",사람이 소속된 조직 (학교·동호회·팀 등).,actor.creator,,,https://schema.org/affiliation
INV-1093,Schema.org,current (2026-05-03),Property,birthDate,https://schema.org/birthDate,schema:birthDate,,schema:Person,schema:Date,unspecified,Date of birth.,생일.,uncategorized,,,https://schema.org/birthDate
INV-1094,Schema.org,current (2026-05-03),Property,gender,https://schema.org/gender,schema:gender,,"schema:Person, schema:SportsTeam","schema:GenderType, schema:Text",unspecified,Gender of something typically a Person but possibly also fictional characters animals etc. While https://schema.org/Male and https://schema.org/Female may be used text strings are also acceptable for people who do not identify as a binary gender.,성별.,uncategorized,,,https://schema.org/gender
INV-1095,Schema.org,current (2026-05-03),Property,knowsAbout,https://schema.org/knowsAbout,schema:knowsAbout,,"schema:Person, schema:Organization","schema:Text, schema:Thing, schema:URL",unspecified,"Of a [[Person]], and less typically of an [[Organization]], to indicate a topic that is known about - suggesting possible expertise but not implying it. We do not distinguish skill levels here, or relate this to educational content, events, objectives or [[JobPosting]] descriptions.","사람·조직이 알고 있는 주제.",uncategorized,,,https://schema.org/knowsAbout
INV-1096,Schema.org,current (2026-05-03),Property,knowsLanguage,https://schema.org/knowsLanguage,schema:knowsLanguage,,"schema:Person, schema:Organization","schema:Language, schema:Text",unspecified,"Of a [[Person]], and less typically of an [[Organization]], to indicate a known language. We do not distinguish skill levels or reading/writing/speaking/signing here. Use language codes from the [IETF BCP 47 standard].",사람·조직이 아는 언어.,uncategorized,,,https://schema.org/knowsLanguage
INV-1097,Schema.org,current (2026-05-03),Property,alumniOf,https://schema.org/alumniOf,schema:alumniOf,,schema:Person,"schema:EducationalOrganization, schema:Organization",unspecified,An organization that the person is an alumni of.,사람이 동문인 조직.,uncategorized,,,https://schema.org/alumniOf
INV-1098,Schema.org,current (2026-05-03),Property,address,https://schema.org/address,schema:address,,"schema:Organization, schema:Person, schema:Place","schema:PostalAddress, schema:Text",unspecified,Physical address of the item.,항목의 물리적 주소.,actor.contact,"gs1:address",,https://schema.org/address
INV-1099,Schema.org,current (2026-05-03),Property,email,https://schema.org/email,schema:email,,"schema:ContactPoint, schema:Organization, schema:Person",schema:Text,unspecified,Email address.,이메일 주소.,actor.contact,"gs1:email",,https://schema.org/email
INV-1100,Schema.org,current (2026-05-03),Property,telephone,https://schema.org/telephone,schema:telephone,,"schema:Organization, schema:Person, schema:Place, schema:ContactPoint",schema:Text,unspecified,The telephone number.,전화번호.,actor.contact,"gs1:telephone",,https://schema.org/telephone
INV-1101,Schema.org,current (2026-05-03),Property,faxNumber,https://schema.org/faxNumber,schema:faxNumber,,"schema:Organization, schema:Person, schema:ContactPoint, schema:Place",schema:Text,unspecified,The fax number.,팩스 번호.,actor.contact,"gs1:faxNumber",,https://schema.org/faxNumber
INV-1102,Schema.org,current (2026-05-03),Property,contactPoint,https://schema.org/contactPoint,schema:contactPoint,,"schema:Organization, schema:Person",schema:ContactPoint,unspecified,A contact point for a person or organization.,사람·조직의 연락처.,actor.contact,"gs1:contactPoint, dcat:contactPoint",,https://schema.org/contactPoint
INV-1103,Schema.org,current (2026-05-03),Property,founder,https://schema.org/founder,schema:founder,,schema:Organization,"schema:Organization, schema:Person",unspecified,A person or organization who founded this organization.,이 조직을 설립한 사람·조직.,actor.creator,,,https://schema.org/founder
INV-1104,Schema.org,current (2026-05-03),Property,foundingDate,https://schema.org/foundingDate,schema:foundingDate,,schema:Organization,schema:Date,unspecified,The date that this organization was founded.,이 조직이 설립된 날짜.,temporal.creation,"gs1:organizationFormationDate",,https://schema.org/foundingDate
INV-1105,Schema.org,current (2026-05-03),Property,legalName,https://schema.org/legalName,schema:legalName,,schema:Organization,schema:Text,unspecified,The official name of the organization e.g. the registered company name.,조직의 공식 명칭 (등록된 법인명 등).,identification.title,"fibo-fnd-rel-rel:hasLegalName",,https://schema.org/legalName
INV-1106,Schema.org,current (2026-05-03),Property,logo,https://schema.org/logo,schema:logo,schema:image,"schema:Brand, schema:Organization, schema:Place, schema:Product, schema:Service","schema:ImageObject, schema:URL",unspecified,An associated logo.,연관된 로고.,uncategorized,"unece:logoReferencedDocument",,https://schema.org/logo
INV-1107,Schema.org,current (2026-05-03),Property,memberOf,https://schema.org/memberOf,schema:memberOf,,"schema:Organization, schema:Person","schema:MemberProgram, schema:Organization, schema:ProgramMembership",unspecified,An Organization (or ProgramMembership) to which this Person or Organization belongs.,이 사람·조직이 속한 Organization 또는 ProgramMembership.,uncategorized,,,https://schema.org/memberOf
INV-1108,Schema.org,current (2026-05-03),Property,parentOrganization,https://schema.org/parentOrganization,schema:parentOrganization,,schema:Organization,schema:Organization,unspecified,The larger organization that this organization is a [[subOrganization]] of if any. Supersedes branchOf.,이 조직의 상위 조직.,uncategorized,"gs1:parentOrganization",,https://schema.org/parentOrganization
INV-1109,Schema.org,current (2026-05-03),Property,department,https://schema.org/department,schema:department,,schema:Organization,schema:Organization,unspecified,"A relationship between an organization and a department of that organization, also described as an organization (allowing different urls, logos, opening hours). For example: a store with a pharmacy, or a bakery with a cafe.",조직과 그 조직의 부서 간 관계.,uncategorized,,,https://schema.org/department
INV-1110,Schema.org,current (2026-05-03),Property,geo,https://schema.org/geo,schema:geo,,schema:Place,"schema:GeoCoordinates, schema:GeoShape",unspecified,The geo coordinates of the place.,장소의 지리 좌표.,spatial.location,"dcat:geometry",,https://schema.org/geo
INV-1111,Schema.org,current (2026-05-03),Property,latitude,https://schema.org/latitude,schema:latitude,,"schema:GeoCoordinates, schema:GeoShape, schema:Place","schema:Number, schema:Text",unspecified,The latitude of a location. For example `37.42242` ([WGS 84](https://en.wikipedia.org/wiki/World_Geodetic_System)).,위치의 위도.,spatial.location,,,https://schema.org/latitude
INV-1112,Schema.org,current (2026-05-03),Property,longitude,https://schema.org/longitude,schema:longitude,,"schema:GeoCoordinates, schema:GeoShape, schema:Place","schema:Number, schema:Text",unspecified,The longitude of a location. For example `-122.08585` ([WGS 84](https://en.wikipedia.org/wiki/World_Geodetic_System)).,위치의 경도.,spatial.location,,,https://schema.org/longitude
INV-1113,Schema.org,current (2026-05-03),Property,hasMap,https://schema.org/hasMap,schema:hasMap,,"schema:Event, schema:Place","schema:Map, schema:URL",unspecified,A URL to a map of the place.,장소 지도의 URL.,spatial.location,,,https://schema.org/hasMap
INV-1114,Schema.org,current (2026-05-03),Property,streetAddress,https://schema.org/streetAddress,schema:streetAddress,,schema:PostalAddress,schema:Text,unspecified,The street address. For example 1600 Amphitheatre Pkwy.,거리 주소.,actor.contact,"gs1:streetAddress",,https://schema.org/streetAddress
INV-1115,Schema.org,current (2026-05-03),Property,addressLocality,https://schema.org/addressLocality,schema:addressLocality,,schema:PostalAddress,schema:Text,unspecified,The locality in which the street address is and which is in the region. For example Mountain View.,거리 주소가 있는 지역 (예: 도시).,actor.contact,"fibo-fnd-plc-adr:hasMunicipality",,https://schema.org/addressLocality
INV-1116,Schema.org,current (2026-05-03),Property,addressRegion,https://schema.org/addressRegion,schema:addressRegion,,schema:PostalAddress,schema:Text,unspecified,The region in which the locality is and which is in the country. For example California or another appropriate first-level Administrative division.,지역이 속한 광역 (예: 주·도).,actor.contact,"fibo-fnd-plc-adr:hasCountrySubdivision",,https://schema.org/addressRegion
INV-1117,Schema.org,current (2026-05-03),Property,postalCode,https://schema.org/postalCode,schema:postalCode,,"schema:DefinedRegion, schema:GeoCoordinates, schema:GeoShape, schema:PostalAddress",schema:Text,unspecified,The postal code. For example 94043.,우편번호.,actor.contact,"unece:postcodeCode",,https://schema.org/postalCode
INV-1118,Schema.org,current (2026-05-03),Property,addressCountry,https://schema.org/addressCountry,schema:addressCountry,,"schema:DefinedRegion, schema:GeoCoordinates, schema:GeoShape, schema:PostalAddress","schema:Country, schema:Text",unspecified,"The country. Recommended to be in 2-letter [ISO 3166-1 alpha-2](http://en.wikipedia.org/wiki/ISO_3166-1) format, for example ""US"". For backward compatibility, a 3-letter [ISO 3166-1 alpha-3](https://en.wikipedia.org/wiki/ISO_3166-1_alpha-3) country code such as ""SGP"" or a full country name such as ""Singapore"" can also be used.",국가 (ISO 3166-1 alpha-2 권장).,actor.contact,,,https://schema.org/addressCountry
INV-1119,Schema.org,current (2026-05-03),Property,contactType,https://schema.org/contactType,schema:contactType,,schema:ContactPoint,schema:Text,unspecified,A person or organization can have different contact points for different purposes. For example a sales contact point a PR contact point and so on. This property is used to specify the kind of contact point.,연락처 유형 (영업·홍보 등).,actor.contact,"gs1:contactType",,https://schema.org/contactType
INV-1120,Schema.org,current (2026-05-03),Property,availableLanguage,https://schema.org/availableLanguage,schema:availableLanguage,,"schema:ContactPoint, schema:LodgingBusiness, schema:ServiceChannel, schema:TouristAttraction","schema:Language, schema:Text",unspecified,A language someone may use with or at the item service or place. Please use one of the language codes from the [IETF BCP 47 standard]. See also [[inLanguage]].,항목·서비스·장소에서 사용 가능한 언어.,actor.contact,"gs1:availableLanguage",,https://schema.org/availableLanguage
INV-1121,Schema.org,current (2026-05-03),Property,hoursAvailable,https://schema.org/hoursAvailable,schema:hoursAvailable,,"schema:ContactPoint, schema:LocationFeatureSpecification, schema:Service",schema:OpeningHoursSpecification,unspecified,The hours during which this service or contact is available.,서비스·연락처가 가용한 시간.,actor.contact,,,https://schema.org/hoursAvailable
INV-1122,Schema.org,current (2026-05-03),Property,productSupported,https://schema.org/productSupported,schema:productSupported,,schema:ContactPoint,"schema:Product, schema:Text",unspecified,"The product or service this support contact point is related to (such as product support for a particular product line). This can be a specific product or product line (e.g. ""iPhone"") or a general category of products or services (e.g. ""smartphones"").",이 지원 연락처가 관련된 제품·서비스.,actor.contact,,,https://schema.org/productSupported
INV-1123,Schema.org,current (2026-05-03),Property,areaServed,https://schema.org/areaServed,schema:areaServed,,"schema:ContactPoint, schema:DeliveryChargeSpecification, schema:Demand, schema:Offer, schema:Organization, schema:Service","schema:AdministrativeArea, schema:GeoShape, schema:Place, schema:Text",unspecified,The geographic area where a service or offered item is provided. Supersedes serviceArea.,서비스·제공 항목이 제공되는 지리적 영역.,spatial.coverage,"fibo-fnd-pas-pas:hasServiceArea",,https://schema.org/areaServed
INV-1124,Schema.org,current (2026-05-03),Property,value,https://schema.org/value,schema:value,,"schema:MonetaryAmount, schema:Observation, schema:PropertyValue, schema:QuantitativeValue","schema:Boolean, schema:Number, schema:StructuredValue, schema:Text",unspecified,"The value of a [[QuantitativeValue]] (including [[Observation]]) or property value node. For [[QuantitativeValue]] and [[MonetaryAmount]], the recommended type for values is 'Number'. For [[PropertyValue]], it can be 'Text', 'Number', 'Boolean', or 'StructuredValue'.","QuantitativeValue·PropertyValue 등의 값.",measurement.value,,"[TRUNCATED→BOOSTED] Original Schema.org rdfs:comment additional usage notes: 'Use values from 0123456789 (Unicode DIGIT ZERO U+0030 to DIGIT NINE U+0039) rather than superficially similar Unicode symbols. Use . (Unicode FULL STOP U+002E) rather than , to indicate a decimal point. Avoid using these symbols as a readability separator.' See source_url for canonical full text",https://schema.org/value
INV-1125,Schema.org,current (2026-05-03),Property,propertyID,https://schema.org/propertyID,schema:propertyID,,schema:PropertyValue,"schema:Text, schema:URL",unspecified,A commonly used identifier for the characteristic represented by the property e.g. a manufacturer or a standard code for a property.,속성이 나타내는 특성에 대한 공통 식별자.,measurement.value,,,https://schema.org/propertyID
INV-1126,Schema.org,current (2026-05-03),Property,unitCode,https://schema.org/unitCode,schema:unitCode,,"schema:PropertyValue, schema:QuantitativeValue, schema:TypeAndQuantityNode","schema:Text, schema:URL",unspecified,The unit of measurement given using the UN/CEFACT Common Code (3 characters) or a URL. Other codes than the UN/CEFACT Common Code may be used with a prefix followed by a colon.,측정 단위 (UN/CEFACT Common Code 3자 또는 URL).,measurement.value,,,https://schema.org/unitCode
INV-1127,Schema.org,current (2026-05-03),Property,unitText,https://schema.org/unitText,schema:unitText,,"schema:PropertyValue, schema:QuantitativeValue, schema:TypeAndQuantityNode",schema:Text,unspecified,A string or text indicating the unit of measurement. Useful if you cannot provide a standard unit code for unitCode.,측정 단위를 나타내는 문자열·텍스트.,measurement.value,,,https://schema.org/unitText
INV-1128,Schema.org,current (2026-05-03),Property,maxValue,https://schema.org/maxValue,schema:maxValue,schema:value,"schema:MonetaryAmount, schema:Observation, schema:PropertyValue, schema:QuantitativeValue",schema:Number,unspecified,The upper value of some characteristic or property.,특성·속성의 상한값.,measurement.value,,,https://schema.org/maxValue
INV-1129,Schema.org,current (2026-05-03),Property,minValue,https://schema.org/minValue,schema:minValue,schema:value,"schema:MonetaryAmount, schema:Observation, schema:PropertyValue, schema:QuantitativeValue",schema:Number,unspecified,The lower value of some characteristic or property.,특성·속성의 하한값.,measurement.value,,,https://schema.org/minValue
INV-1130,Schema.org,current (2026-05-03),Property,valueReference,https://schema.org/valueReference,schema:valueReference,,"schema:Observation, schema:PropertyValue, schema:QualitativeValue, schema:QuantitativeValue","schema:DefinedTerm, schema:Enumeration, schema:MeasurementMethodEnum, schema:MeasurementTypeEnumeration, schema:PropertyValue, schema:QualitativeValue, schema:QuantitativeValue, schema:StructuredValue, schema:Text",unspecified,"A secondary value that provides additional information on the original value, e.g. a reference temperature or a type of measurement.","원본 값에 대한 추가 정보를 제공하는 보조 값 (예: 기준 온도, 측정 유형).",measurement.value,,,https://schema.org/valueReference
INV-1131,Schema.org,current (2026-05-03),Property,termCode,https://schema.org/termCode,schema:termCode,,schema:DefinedTerm,schema:Text,unspecified,A code that identifies this [[DefinedTerm]] within a [[DefinedTermSet]].,DefinedTermSet 내에서 이 DefinedTerm을 식별하는 코드.,identification.identifier,,"[BORDERLINE] DefinedTerm is in pending.schema.org",https://schema.org/termCode
INV-1132,Schema.org,current (2026-05-03),Property,inDefinedTermSet,https://schema.org/inDefinedTermSet,schema:inDefinedTermSet,schema:isPartOf,schema:DefinedTerm,"schema:DefinedTermSet, schema:URL",unspecified,A [[DefinedTermSet]] that contains this term.,이 용어를 포함하는 DefinedTermSet.,identification.keyword,,"[BORDERLINE] DefinedTerm is in pending.schema.org",https://schema.org/inDefinedTermSet
INV-1133,Schema.org,current (2026-05-03),Property,hasDefinedTerm,https://schema.org/hasDefinedTerm,schema:hasDefinedTerm,,"schema:DefinedTermSet, schema:Taxon",schema:DefinedTerm,unspecified,A Defined Term contained in this term set.,이 용어 집합에 포함된 정의된 용어.,identification.keyword,,"[BORDERLINE] DefinedTermSet is in pending.schema.org",https://schema.org/hasDefinedTerm
