inventory_id,standard,version,term_type,term_name,iri,prefix_local,parent,domain,range,cardinality,definition,definition_ko,concept_tag,equivalent_terms,notes,source_url,element_name_ko,element_name_en,tta_iri
TTA-0976-204,TTAK.KO-10.0976,2017,Property,Title,,tta0976:Dataset_Title,tta0976:Dataset,tta0976:Dataset,xsd:string,1..1,▫ 데이터셋의 이름 또는 명칭 ▫ 기술되는 값의 언어 정보가 함께 기술되는 것을 권고함 ▫ 데이터셋을 웹에 공개 또는 출판하기 위해 반드시 기술되어야 함,데이터셋의 이름. 웹 공개 시 필수.,identification.title,"dcterms:title, schema:name","TTA M/R/O = M. 요소 유형: Property. 출처: DCMI dc:title",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,데이터셋 제목,Title,
TTA-0976-205,TTAK.KO-10.0976,2017,Property,TitleType,,tta0976:Dataset_TitleType,tta0976:Dataset_Title,tta0976:Dataset_Title,xsd:string,1..1,▫ 데이터셋 <title> 요소의 유형으로 요소 값을 주어진 값에서 선택함 ▫ ‘부록 Ⅱ-1 통제어 : TitleType’을 참조하여 해당 값을 선택함,데이터셋 제목의 유형.,identification.title,,"TTA M/R/O = M. 요소 유형: CVP. 통제어: TitleType",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,제목 유형,Title Type,
TTA-0976-206,TTAK.KO-10.0976,2017,Property,Creator,,tta0976:Dataset_Creator,tta0976:Dataset,tta0976:Dataset,xsd:string,1..1,▫ 데이터셋을 생성 또는 묶은 사람 조직 등을 기술함 ▫ 기술되는 값의 언어 정보가 함께 기술되는 것을 권고함 ▫ 데이터셋을 웹에 공개 또는 출판하기 위해 반드시 기술되어야 함,데이터셋을 생성한 사람·조직. 웹 공개 시 필수.,actor.creator,"dcterms:creator, schema:creator, prov:Creator","TTA M/R/O = M. 요소 유형: Property. 출처: DCMI dc:creator",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,데이터셋 생성자,Creator,
TTA-0976-207,TTAK.KO-10.0976,2017,Property,Publisher,,tta0976:Dataset_Publisher,tta0976:Dataset,tta0976:Dataset,xsd:string,0..*,▫ 데이터셋을 웹에 공개 또는 출판하는 주체 ▫ 연구자 기관 서비스명 등을 기술함 ▫ 데이터셋을 웹에 공개 또는 출판하기 위해 반드시 기술되어야 함,데이터셋을 발행하는 주체.,actor.publisher,"dcterms:publisher, schema:publisher, prov:Publisher","TTA M/R/O = R (부록 II-2 정본). [CONFLICT] 본문은 M (반드시 기술), 부록은 R. 부록 우선 적용 (decision: 2026-05-04). 출처: DCMI dc:publisher. PG606 피드백 대상",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,데이터셋 발행자,Publisher,
TTA-0976-208,TTAK.KO-10.0976,2017,Property,PublicationYear,,tta0976:PublicationYear,tta0976:Dataset,tta0976:Dataset,xsd:gYear,1..1,▫ 데이터셋이 웹상에서 접근 또는 이용 가능해진 연도 ▫ 데이터셋의 공개 범위가 ‘Embargoed(이용 지연)’으로 설정되면 이용 지연이 종료되는 연도를 기술함 ▫ YYYY 형식의 4자리 연도로 기술함 ▫ 데이터셋을 웹에 공개 또는 출판하기 위해 반드시 기술되어야 함,데이터셋의 발행 연도 (YYYY).,temporal.creation,"dcterms:issued, schema:datePublished","TTA M/R/O = M. 요소 유형: SEP. 출처: DataCite-Property (ID 5)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,발행연도,Publication Year,
TTA-0976-209,TTAK.KO-10.0976,2017,Property,Date,,tta0976:Dataset_Date,tta0976:Dataset,tta0976:Dataset,xsd:date,0..*,▫ 데이터셋이 생애주기 동안 발생한 다양한 이벤트 날짜 ▫ 기술되는 값은 ISO 8601[W3CDTF]에 정의된 방식 중 ‘YYYY-MM-DD’ 형식을 사용할 것을 권고함,데이터셋 생애주기 이벤트 날짜.,temporal.coverage,"dcterms:date","TTA M/R/O = R. 요소 유형: SEP. 출처: DCMI dc:date",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,데이터셋 날짜,Date,
TTA-0976-210,TTAK.KO-10.0976,2017,Property,DateType,,tta0976:Dataset_DateType,tta0976:Dataset_Date,tta0976:Dataset_Date,xsd:string,0..*,▫ 데이터셋 <Date> 요소의 유형 ▫ ‘부록 Ⅱ-1 통제어 : DatasetDateType’을 참조하여 해당 값을 선택함,데이터셋 날짜의 유형 (Created/Issued/Updated 등).,temporal.coverage,,"TTA M/R/O = R. 요소 유형: CVP. 통제어: DatasetDateType (DataCite ID 8.1)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,날짜 유형,Date Type,
TTA-0976-211,TTAK.KO-10.0976,2017,Property,Description,,tta0976:Dataset_Description,tta0976:Dataset,tta0976:Dataset,xsd:string,0..*,▫ 데이터셋의 내용에 대한 설명 ▫ 기술방법에는 제한이 없으나 주로 맥락 정보를 상세히 기술 ▫ 기술되는 값의 언어 정보가 함께 기술되는 것을 권고함,데이터셋 내용에 대한 설명.,identification.description,"dcterms:description, schema:description","TTA M/R/O = R. 요소 유형: Property. 출처: DCMI dc:description",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,데이터셋 설명,Description,
TTA-0976-212,TTAK.KO-10.0976,2017,Class,Subject,,tta0976:Dataset_Subject,tta0976:Dataset,tta0976:Dataset,,0..*,▫ 데이터셋의 내용이 지닌 주제 정보를 기술함 XML 혹은 JSON 형식으로 리포지터리 정보를 교환할 때 최상위 용어로 사용할 수 있음,데이터셋의 주제 정보 그룹핑 클래스.,identification.keyword,"dcterms:subject, dcat:theme","TTA M/R/O = R. 요소 유형: Class. 출처: DCMI dc:subject + re3data ID 13",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,주제,Subject,
TTA-0976-213,TTAK.KO-10.0976,2017,Property,SubjectScheme,,tta0976:Dataset_SubjectScheme,tta0976:Dataset_Subject,tta0976:Dataset_Subject,xsd:string,1..1,▫ 데이터셋 주제정보 기술을 위해 참고 되는 정보원을 기술함 ▫ 웹으로 접근 가능할 경우 웹주소를 기술할 수 있으며 정보원의 명칭을 기술할 수 있음,주제 분류 체계의 출처.,identification.keyword,,"TTA M/R/O = M. 요소 유형: CVP. 출처: re3data.org (ID 13)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,주제 체계,Subject Scheme,
TTA-0976-214,TTAK.KO-10.0976,2017,Property,SubjectID,,tta0976:Dataset_SubjectID,tta0976:Dataset_Subject,tta0976:Dataset_Subject,xsd:string,0..*,▫ 주제분류표에서 제시되는 id(주제코드 값)를 기술함,주제 분류 코드.,identification.keyword,,"TTA M/R/O = R. 요소 유형: Property. 출처: re3data.org (ID 13.2)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,주제 ID,Subject ID,
TTA-0976-215,TTAK.KO-10.0976,2017,Property,SubjectName,,tta0976:Dataset_SubjectName,tta0976:Dataset_Subject,tta0976:Dataset_Subject,xsd:string,1..1,▫ 주제분류표에서 제시되는 주제 명칭을 기술함,주제 분류 명칭.,identification.keyword,,"TTA M/R/O = M. 요소 유형: Property. 출처: re3data.org (ID 13.3)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,주제명,Subject Name,
TTA-0976-216,TTAK.KO-10.0976,2017,Property,Contributor,,tta0976:Dataset_Contributor,tta0976:Dataset,tta0976:Dataset,xsd:string,0..*,▫ 데이터셋의 수집 생산 예산지원 등에 관계된 사람이나 기관 등을 기술함,데이터셋 수집·생산·지원 관련 사람·기관.,actor.contributor,"dcterms:contributor, schema:contributor, prov:Contributor","TTA M/R/O = R. 요소 유형: Property. 출처: DataCite-Property (ID 7)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,데이터셋 기여자,Contributor,
TTA-0976-217,TTAK.KO-10.0976,2017,Property,ContributorType,,tta0976:Dataset_ContributorType,tta0976:Dataset_Contributor,tta0976:Dataset_Contributor,xsd:string,0..*,▫ 데이터셋의 수집 생산 예산지원 등에 관계된 사람이나 기관 등의 유형 ▫ ‘부록 Ⅱ-1 통제어 : ContributorType’을 참조하여 해당 값을 선택함,기여자의 유형 (Funder/Editor/DataCollector 등).,actor.contributor,,"TTA M/R/O = R. 요소 유형: CVP. 통제어: ContributorType (DataCite ID 7.1)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,기여자 유형,Contributor Type,
TTA-0976-218,TTAK.KO-10.0976,2017,Property,Contact,,tta0976:Dataset_Contact,tta0976:Dataset,tta0976:Dataset,xsd:string,0..1,▫ 데이터셋에 대한 문의 사항에 대응할 수 있는 담당자의 연락처 정보를 기술함 ▫ 이메일 전화 웹주소 등이 값으로 기술할 수 있음,데이터셋 담당자 연락처.,actor.contact,"schema:contactPoint, dcat:contactPoint","TTA M/R/O = O. 요소 유형: Property. 출처: N/A",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,데이터셋 연락처,Contact,
TTA-0976-219,TTAK.KO-10.0976,2017,Property,Rights,,tta0976:Dataset_Rights,tta0976:Dataset,tta0976:Dataset,xsd:string,0..1,▫ 데이터셋의 저작권 정보를 기술함,데이터셋의 저작권 정보.,rights.access,"dcterms:rights","TTA M/R/O = O. 요소 유형: Property. 출처: DataCite-Property (ID 16)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,데이터셋 저작권,Rights,
TTA-0976-220,TTAK.KO-10.0976,2017,Property,Keyword,,tta0976:Dataset_Keyword,tta0976:Dataset,tta0976:Dataset,xsd:string,0..1,▫ 데이터셋의 내용이 지닌 주제를 자연어로 기술함 ▫ 데이터셋에 대한 키워드 검색에 노출시킬 용어를 기술함,데이터셋 키워드 (자연어).,identification.keyword,"dcat:keyword, schema:keywords","TTA M/R/O = O. 요소 유형: Property. 출처: N/A",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,데이터셋 키워드,Keyword,
TTA-0976-221,TTAK.KO-10.0976,2017,Property,AccessType,,tta0976:Dataset_AccessType,tta0976:Dataset,tta0976:Dataset,xsd:string,0..1,▫ 데이터셋의 접근 또는 이용 유형 ▫ ‘부록 Ⅱ-1 통제어 : DatasetAccessType’을 참조하여 해당 값을 선택함,데이터셋 접근 유형 (open/embargoed/restricted/closed).,rights.access,"dcterms:accessRights","TTA M/R/O = O (추정). 요소 유형: CVP. [CHECK] 부록 II-2 PDF 표에서 M/R/O 컬럼 손상으로 누락. Collection AccessType=O, File AccessType=O 패턴 + 본문 맥락상 O 추정 (decision: 2026-05-04). PG606 확인 필요. 통제어: DatasetAccessType (re3data ID 22.1)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,접근 유형,Access Type,
TTA-0976-222,TTAK.KO-10.0976,2017,Property,AccessRestriction,,tta0976:Dataset_AccessRestriction,tta0976:Dataset,tta0976:Dataset,xsd:string,0..1,▫ 데이터셋의 접근제한 또는 이용제한 유형 ▫ ‘부록 Ⅱ-1 통제어 : DatasetAccessRestrictionType’을 참조하여 해당 값을 선택함,데이터셋 접근 제한 유형.,rights.access,"dcterms:accessRights","TTA M/R/O = O (부록 II-3 line 1895 확인). 요소 유형: CVP. 통제어: DatasetAccessRestrictionType (re3data ID 22.2)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,접근 제한,Access Restriction,
TTA-0976-301,TTAK.KO-10.0976,2017,Class,File,,tta0976:File,owl:Thing,,,0..1,▫ 데이터셋을 구성하는 개별 파일(원시 데이터 raw data)를 기술하기 위한 요소 ▫ F2~F20 요소를 포함하는 최상위 요소,데이터셋을 구성하는 개별 파일(원시 데이터)를 기술하는 최상위 요소.,distribution.url,"dcat:Distribution, schema:DataDownload, schema:MediaObject, cr:FileObject (loose)","TTA M/R/O = O. 요소 유형: Class. 출처: N/A (TTA 자체 정의)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일,File,
TTA-0976-302,TTAK.KO-10.0976,2017,Property,Identifier,,tta0976:File_Identifier,tta0976:File,tta0976:File,xsd:string,1..1,▫ 파일의 식별자 또는 식별값 ▫ 공식적인 식별 체계에 맞는 문자열이나 번호를 사용하는 방법을 권고함. ▫ 공식적인 식별 체계에 제한이 없으나 URI(웹주소인 URL을 포함) 디지털 객체 식별기호(DOI) 국가표준 디지털콘텐츠식별체계(UCI) 등이 포함됨. ▫ 자원을 출판(웹상에 공개)하기 위해서 반드시 기술되어 하는 요소임,파일의 식별자.,identification.identifier,"dcterms:identifier, schema:identifier","TTA M/R/O = M. 요소 유형: Property. 출처: DCMI dc:identifier",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 식별자,Identifier,
TTA-0976-303,TTAK.KO-10.0976,2017,Property,IdentifierType,,tta0976:File_IdentifierType,tta0976:File_Identifier,tta0976:File_Identifier,xsd:string,1..1,▫ 파일 <Identifier>의 유형 ▫ ‘부록 Ⅱ-1 통제어 : IdentifierType’을 참조하여 해당 값을 선택함 ▫ 자원을 출판(웹상에 공개)하기 위해서 반드시 기술되어 하는 요소임,파일 식별자의 유형.,identification.identifier,,"TTA M/R/O = M. 요소 유형: CVP. 통제어: IdentifierType",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,식별자 유형,Identifier Type,
TTA-0976-304,TTAK.KO-10.0976,2017,Property,Title,,tta0976:File_Title,tta0976:File,tta0976:File,xsd:string,1..1,▫ 파일의 이름 또는 명칭 ▫ 기술되는 값의 언어 정보가 함께 기술되는 것을 권고함 ▫ 파일을 웹에 공개 또는 출판하기 위해 반드시 기술되어야 함,파일의 이름.,identification.title,"dcterms:title, schema:name","TTA M/R/O = M. 요소 유형: Property. 출처: DCMI dc:title",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 제목,Title,
TTA-0976-305,TTAK.KO-10.0976,2017,Property,TitleType,,tta0976:File_TitleType,tta0976:File_Title,tta0976:File_Title,xsd:string,0..1,▫ 파일 <title> 요소의 유형으로 요소 값을 주어진 값에서 선택함 ▫ ‘부록 Ⅱ-1 통제어 : TitleType’을 참조하여 해당 값을 선택함,파일 제목의 유형.,identification.title,,"TTA M/R/O = O. 요소 유형: CVP. 통제어: TitleType",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,제목 유형,Title Type,
TTA-0976-306,TTAK.KO-10.0976,2017,Property,Creator,,tta0976:File_Creator,tta0976:File,tta0976:File,xsd:string,1..1,▫ 파일을 생성한 사람 조직 등을 기술함 ▫ 기술되는 값의 언어 정보가 함께 기술되는 것을 권고함 ▫ 파일을 웹에 공개 또는 출판하기 위해 반드시 기술되어야 함,파일을 생성한 사람·조직.,actor.creator,"dcterms:creator, schema:creator, prov:Creator","TTA M/R/O = M. 요소 유형: Property. 출처: DCMI dc:creator",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 생성자,Creator,
TTA-0976-307,TTAK.KO-10.0976,2017,Property,Publisher,,tta0976:File_Publisher,tta0976:File,tta0976:File,xsd:string,1..1,▫ 파일을 웹에 공개 또는 출판하는 주체 ▫ 연구자 기관 서비스명 등을 기술함 ▫ 파일을 웹에 공개 또는 출판하기 위해 반드시 기술되어야 함,파일을 발행하는 주체.,actor.publisher,"dcterms:publisher, schema:publisher, prov:Publisher","TTA M/R/O = M. 요소 유형: Property. 출처: DCMI dc:publisher",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 발행자,Publisher,
TTA-0976-308,TTAK.KO-10.0976,2017,Property,PublicationYear,,tta0976:File_PublicationYear,tta0976:File,tta0976:File,xsd:gYear,1..1,▫ 파일이 웹상에서 접근 또는 이용 가능해진 연도 ▫ YYYY 형식의 4자리 연도로 기술함 ▫ 파일의 공개 범위가 ‘Embargoed(이용 지연)’으로 설정되면 이용 지연이 종료되는 연도를 기술함 ▫ 데이터셋을 웹에 공개 또는 출판하기 위해 반드시 기술되어야 함,파일의 발행 연도 (YYYY).,temporal.creation,"dcterms:issued, schema:datePublished","TTA M/R/O = M. 요소 유형: SEP. 출처: DataCite-Property (ID 5)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,발행연도,Publication Year,
TTA-0976-309,TTAK.KO-10.0976,2017,Property,Contributor,,tta0976:File_Contributor,tta0976:File,tta0976:File,xsd:string,0..*,▫ 파일의 수집 생산 예산지원 등에 관계된 사람이나 기관 등을 기술함,파일 수집·생산·지원 관련 사람·기관.,actor.contributor,"dcterms:contributor, schema:contributor, prov:Contributor","TTA M/R/O = R. 요소 유형: Property. 출처: DataCite-Property (ID 7)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 기여자,Contributor,
TTA-0976-310,TTAK.KO-10.0976,2017,Property,ContributorType,,tta0976:File_ContributorType,tta0976:File_Contributor,tta0976:File_Contributor,xsd:string,1..1,▫ 파일의 수집 생산 예산지원 등에 관계된 사람이나 기관 등의 유형 ▫ ‘부록 Ⅱ-1 통제어 : ContributorType’을 참조하여 해당 값을 선택함,기여자의 유형.,actor.contributor,,"TTA M/R/O = M. 요소 유형: CVP. 통제어: ContributorType (DataCite ID 7.1)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,기여자 유형,Contributor Type,
TTA-0976-311,TTAK.KO-10.0976,2017,Property,Date,,tta0976:File_Date,tta0976:File,tta0976:File,xsd:date,0..*,▫ 파일의 생애주기 동안 발생한 다양한 이벤트 날짜 ▫ 기술되는 값은 ISO 8601[W3CDTF]에 정의된 방식 중 ‘YYYY-MM-DD’ 형식을 사용할 것을 권고함,파일 생애주기 이벤트 날짜.,temporal.coverage,"dcterms:date","TTA M/R/O = R. 요소 유형: SEP. 출처: DCMI dc:date",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 날짜,Date,
TTA-0976-312,TTAK.KO-10.0976,2017,Property,DateType,,tta0976:File_DateType,tta0976:File_Date,tta0976:File_Date,xsd:string,1..1,▫ 파일 <Date> 요소의 유형 ▫ ‘부록 Ⅱ-1 통제어 : FileDateType’을 참조하여 해당 값을 선택함,파일 날짜의 유형 (Created/Updated 등).,temporal.coverage,,"TTA M/R/O = M. 요소 유형: CVP. 통제어: FileDateType (DatasetDateType 참조)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,날짜 유형,Date Type,
TTA-0976-313,TTAK.KO-10.0976,2017,Property,Description,,tta0976:File_Description,tta0976:File,tta0976:File,xsd:string,0..*,▫ 파일 내용에 대한 설명 ▫ 기술방법에는 제한이 없으나 주로 맥락 정보를 상세히 기술 ▫ 기술되는 값의 언어 정보가 함께 기술되는 것을 권고함,파일 내용에 대한 설명.,identification.description,"dcterms:description, schema:description","TTA M/R/O = R. 요소 유형: Property. 출처: DCMI dc:description",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 설명,Description,
TTA-0976-314,TTAK.KO-10.0976,2017,Class,Subject,,tta0976:File_Subject,tta0976:File,tta0976:File,,0..*,▫ 파일의 내용이 지닌 주제 정보를 기술함 XML 혹은 JSON 형식으로 리포지터리 정보를 교환할 때 최상위 용어로 사용할 수 있음,파일의 주제 정보 그룹핑 클래스.,identification.keyword,"dcterms:subject, dcat:theme","TTA M/R/O = R. 요소 유형: Class. 출처: DCMI dc:subject + re3data ID 13",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,주제,Subject,
TTA-0976-315,TTAK.KO-10.0976,2017,Property,SubjectScheme,,tta0976:File_SubjectScheme,tta0976:File_Subject,tta0976:File_Subject,xsd:string,0..*,▫ 파일의 주제정보 기술을 위해 참고되는 정보원을 기술함 ▫ 웹으로 접근 가능할 경우 웹주소를 기술할 수 있으며 정보원의 명칭을 기술할 수 있음 ▫ re3data.org 리포지터리 레지스트리에 서비스를 등록하기 위해 DFG 주제분류명 사용을 권장함,주제 분류 체계의 출처.,identification.keyword,,"TTA M/R/O = R. 요소 유형: CVP. 출처: re3data.org (ID 13)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,주제 체계,Subject Scheme,
TTA-0976-316,TTAK.KO-10.0976,2017,Property,SubjectID,,tta0976:File_SubjectID,tta0976:File_Subject,tta0976:File_Subject,xsd:string,0..*,▫ 주제분류표에서 제시되는 id(주제코드 값)를 기술함,주제 분류 코드.,identification.keyword,,"TTA M/R/O = R. 요소 유형: Property. 출처: re3data.org (ID 13.2)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,주제 ID,Subject ID,
TTA-0976-317,TTAK.KO-10.0976,2017,Property,SubjectName,,tta0976:File_SubjectName,tta0976:File_Subject,tta0976:File_Subject,xsd:string,1..1,▫ 주제분류표에서 제시되는 주제 명칭을 기술함,주제 분류 명칭.,identification.keyword,,"TTA M/R/O = M. 요소 유형: Property. 출처: re3data.org (ID 13.3)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,주제명,Subject Name,
TTA-0976-318,TTAK.KO-10.0976,2017,Property,Contact,,tta0976:File_Contact,tta0976:File,tta0976:File,xsd:string,0..*,▫ 파일에 대한 문의 사항에 대응할 수 있는 담당자의 연락처 정보를 기술함 ▫ 이메일 전화 웹주소 등이 값으로 기술할 수 있음,파일 담당자 연락처.,actor.contact,"schema:contactPoint, dcat:contactPoint","TTA M/R/O = R. 요소 유형: Property. 출처: N/A",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 연락처,Contact,
TTA-0976-319,TTAK.KO-10.0976,2017,Property,Rights,,tta0976:File_Rights,tta0976:File,tta0976:File,xsd:string,0..*,▫ 파일의 저작권 정보를 기술함,파일의 저작권 정보.,rights.access,"dcterms:rights","TTA M/R/O = R. 요소 유형: Property. 출처: DataCite-Property (ID 16)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 저작권,Rights,
TTA-0976-320,TTAK.KO-10.0976,2017,Property,Keyword,,tta0976:File_Keyword,tta0976:File,tta0976:File,xsd:string,0..1,▫ 파일 내용이 지닌 주제를 자연어로 기술함 ▫ 파일에 대한 키워드 검색에 노출시킬 용어를 기술함,파일 키워드 (자연어).,identification.keyword,"dcat:keyword, schema:keywords","TTA M/R/O = O. 요소 유형: Property. 출처: N/A",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 키워드,Keyword,
TTA-0976-321,TTAK.KO-10.0976,2017,Property,AccessType,,tta0976:File_AccessType,tta0976:File,tta0976:File,xsd:string,0..1,▫ 파일의 접근 또는 이용 유형 ▫ ‘부록 Ⅱ-1 통제어 : FileAccessType’을 참조하여 해당 값을 선택함,파일 접근 유형 (opened/restricted 등).,rights.access,"dcterms:accessRights","TTA M/R/O = O. 요소 유형: CVP. 통제어: FileAccessType (CollectionAccessType 참조)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,접근 유형,Access Type,
TTA-0976-322,TTAK.KO-10.0976,2017,Property,AccessRestriction,,tta0976:File_AccessRestriction,tta0976:File,tta0976:File,xsd:string,0..1,▫ 파일의 접근제한 또는 이용제한 유형 ▫ ‘부록 Ⅱ-1 통제어 : FileAccessRestrictionType’을 참조하여 해당 값을 선택함,파일 접근 제한 유형.,rights.access,"dcterms:accessRights","TTA M/R/O = O. 요소 유형: CVP. 통제어: FileAccessRestrictionType (CollectionAccessRestrictionType 참조)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,접근 제한,Access Restriction,
TTA-0976-323,TTAK.KO-10.0976,2017,Property,Coverage,,tta0976:File_Coverage,tta0976:File,tta0976:File,xsd:string,0..1,▫ 파일의 수록 범위로 시간적 공간적 범위를 기술함 ▫ 특정 시기는 [W3CDTF] - the 'Date/Time Format' of the W3C 형식으로 기입함 ▫ 기간은 시작일과 종료일로 기입함 ▫ 수집 지역은 지역명을 자유기술식으로 기입함,파일의 시간·공간 수록 범위 (자유 형식).,temporal.coverage,"dcterms:coverage, dcterms:temporal, dcterms:spatial, schema:temporalCoverage, schema:spatialCoverage","TTA M/R/O = O. 요소 유형: SEP. 출처: DCMI dc:coverage. 시간·공간 dual-purpose property",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,수록 범위,Coverage,
TTA-0976-324,TTAK.KO-10.0976,2017,Property,Type,,tta0976:File_Type,tta0976:File,tta0976:File,xsd:string,0..1,▫ 파일 유형을 기술함 ▫ ‘부록 Ⅱ-1 통제어 : FileType’을 참조하여 해당 값을 선택함,파일 유형 (Image/Text/Sound 등 DCMI Type).,uncategorized,"dcterms:type","TTA M/R/O = O. 요소 유형: CVP. 통제어: FileType (DCMI Type Vocabulary)",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 유형,Type,
TTA-0976-325,TTAK.KO-10.0976,2017,Property,Format,,tta0976:File_Format,tta0976:File,tta0976:File,xsd:string,0..1,▫ 파일 형식을 확장자명과 간단한 설명으로 기입함 (예: PPT (Power Point Template)),파일 형식 (확장자 + 설명).,distribution.media_type,"dcterms:format, dcat:mediaType, schema:encodingFormat","TTA M/R/O = O. 요소 유형: Property. 출처: DCMI dcterms:format",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 형식,Format,
TTA-0976-326,TTAK.KO-10.0976,2017,Property,Size,,tta0976:File_Size,tta0976:File,tta0976:File,xsd:nonNegativeInteger,0..1,▫ 파일의 크기(용량)를 단위 없이 값만 기술함 ▫ 바이트 단위로 입력하는 것을 권고함,파일의 크기 (단위 없는 값).,distribution.size,"dcterms:extent, dcat:byteSize, schema:contentSize","TTA M/R/O = O. 요소 유형: Property. 출처: DCMI dcterms:extent",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,파일 크기,Size,
TTA-0976-327,TTAK.KO-10.0976,2017,Property,Unit,,tta0976:File_Unit,tta0976:File_Size,tta0976:File_Size,xsd:string,0..1,▫ 파일 <Size> 요소의 단위를 기술함 ▫ ‘부록 Ⅱ-1 통제어 : FileSizeUnitType’을 참조하여 해당 값을 선택함,파일 크기 단위 (Byte/Mega Byte/Giga Byte/Tera Byte).,distribution.size,,"TTA M/R/O = O. 요소 유형: CVP. 통제어: FileSizeUnitType",https://committee.tta.or.kr/data/standard_view.jsp?pk_num=TTAK.KO-10.0976,단위,Unit,
